Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Title Characters,SEO Description,CONTENT (product.metafields.custom.content),GSM (product.metafields.custom.gsm),Description Characters,KNIT STYLE (product.metafields.custom.knit_style),OUNCE (product.metafields.custom.ounce),SHADE (product.metafields.custom.shade),Sustainable Blends (product.metafields.custom.sustainable_blends),FABRIC (product.metafields.custom.type),USAGE (product.metafields.custom.usage),WIDTH (product.metafields.custom.width),Folder (product.metafields.custom.folder),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
cotton-waffle-20,Cotton Waffle,"<p><span>A medium-weight (310 GSM) 100% cotton waffle fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,W6000,1000,shopify,17.7,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1glOINQAQWmTd29C-jebHMefHovJ38KkP,1,Cotton Waffle,FALSE,Premium Cotton Waffle Fabric | Texongo Fabric,45,"Shop 310 GSM 100% cotton waffle fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,310,142,WAFFLE,9.14,WHITE,,COTTON-WAFFLE,"Tops,-Co-ords-,-T-shirt-,-Dresses",30-inches-/-88-cm,42,,,,,,kg,,,active
cotton-waffle-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1yIX-InxUiFKl9ibe2rcVCnkYL8ImIHWi,2,Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
cotton-waffle-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1YpXyCwRK3LmylIARITtfM43YO4h-iGEE,3,Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-spandex-jacquard,Polyester Cotton Spandex Jacquard,"<p><span>A medium-weight (345 GSM) 57% cotton 38% polyester 5% spandex jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,W6003,1000,shopify,33,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1WesAHont9WrWeR_SDdh8fmAwGy2iCdDT,1,Polyester Cotton Spandex Jacquard,FALSE,Poly Cotton Spandex Jacquard Fabric | Texongo,45,"Shop 345 GSM cotton polyester spandex blend jacquard fabric in white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",57%-COTTON-38%-POLY-5%-LYCRA,345,144,JACQUARD,10.18,WHITE,,POLY-COTTON-LYCRA-JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",38-inches-/-112-cm,42,,,,,,kg,,,active
polyester-cotton-spandex-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Jzb3kM-ieHLHvWHD7vc-bt72JKe0g-Gm,2,Polyester Cotton Spandex Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-spandex-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1uj7Gg4nlubD7xWlIfrhk9YCxONXUAA-s,3,Polyester Cotton Spandex Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-lycra-jacquard-w6004,Cotton Lycra Jacquard,"<p><span>A medium-weight (343 GSM) 95% cotton 5% spandex jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,W6004,1000,shopify,20.7,continue,manual,1299,,TRUE,TRUE,,,,,,,,,FALSE,,,,95%-COTTON-5%-LYCRA,343,,JACQUARD,10.12,WHITE,,COTTON-LYCRA-JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",26-inches-/-76-cm,42,,,,,,kg,,,active
cotton-pointelle-single-jersey-8,Cotton Pointelle Single Jersey,"<p><span>A medium-weight (146 GSM) 100% cotton single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,W6006,1000,shopify,34.5,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1RgOcLQwpL6SbCXzPK85HJSWgi6wy_E8B,1,Cotton Pointelle Single Jersey,FALSE,White Cotton Pointelle Jersey Fabric | Texongo,46,"Shop 146 GSM 100% cotton single jersey fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,146,142,SINGLE JERSEY,4.31,WHITE,,COTTON-POINTEL-S/J,"Tops,-Dresses,-Scarves,-Jupsuit-,-Co-ords-,-Scarves",37-inches-/-109-cm,42,,,,,,kg,,,active
cotton-pointelle-single-jersey-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1JHh320URn9L1BoGScOE_5xrYB4dU7NAZ,2,Cotton Pointelle Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-pointelle-single-jersey-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=17FZd7O5gqR4ez-kACkfAmsRp1j1w55sj,3,Cotton Pointelle Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-interlock-3,Cotton Interlock,"<p><span>A medium-weight (180 GSM) 100% cotton interlock fabric by Texongo, crafted in a compact interlock knit for enhanced structure and durability. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,W6008,1000,shopify,19,continue,manual,899,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1UePFY3gXRQrSb6mynv1LHn2B7yUmRnlv,1,Cotton Interlock,FALSE,Cotton Interlock 180 GSM Fabric | Texongo,41,"Shop 180 GSM 100% cotton interlock fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,180,145,INTERLOCK,5.31,WHITE,,COTTON-INTERLOCK,"Skirts-,-Dresses,-Co--ords-,-Jumpsuit-,-Tops",60-inches-/-176-cm,42,,,,,,kg,,,active
cotton-interlock-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1qb6Y181fmDnKYHI6MYDDFZyvdactMsWX,2,Cotton Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-interlock-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1jnJ70i_duAWAbohNmtdhvx5oCOrVwEgP,3,Cotton Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-waffle-15,Cotton Waffle,"<p><span>A medium-weight (250 GSM) 100% cotton waffle fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,W6010,1000,shopify,13,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1emJnzwnmt09xsZ8AhhMI68LXGNk-CVD2,1,Cotton Waffle,FALSE,Premium Cotton Waffle Fabric | Texongo Fabric,45,"Shop 250 GSM 100% cotton waffle fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,250,142,WAFFLE,7.37,WHITE,,COTTON-WAFFLE,"Tops,-Co-ords-,-T-shirt-,-Dresses",26-inches-/-76-cm,42,,,,,,kg,,,active
cotton-waffle-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1T6U1RHRim7MigokML89cdYDB5Z0DDe6w,2,Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
cotton-waffle-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Wvj4EH87IpZ29r19_WjSBoeE6LivCYMm,3,Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-7,Polyester Cotton Jacquard,"<p><span>A medium-weight (370 GSM) 70% cotton 30% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,W6011,1000,shopify,48,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1PZ-wmk_zNWMi6AYYtMiEPIFZl3H22koN,1,Polyester Cotton Jacquard,FALSE,White Poly Cotton Jacquard Fabric | Texongo,43,"Shop 370 GSM cotton polyester blend jacquard fabric in white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",70%-COTTON-30%-POLY,370,148,JACQUARD,10.91,WHITE,,POLY-COTTON-JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",65-inches-/-191-cm,42,,,,,,kg,,,active
polyester-cotton-jacquard-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1wpTK4xjFNlOGcOo7SpFv9ou84Ep8THFH,2,Polyester Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ynVc8vUnBClbZS7lFe5jXKDgHmaoWrRy,3,Polyester Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-fleece-w6012,Poly Cotton Fleece,"<p><span>A medium-weight (230 GSM) 60% cotton 40% poly fleece fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,W6012,1000,shopify,20.25,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1r_ClrtakjHUPkmQS3tIrhXvtNcl3kwHl,1,Poly Cotton Fleece,FALSE,,,,60%-COTTON-40%-POLY,230,,FLEECE,6.78,WHITE,,POLY-COTTON-FLEECE,"Hoodies,-Sweatshirts,-Joggers,-Tracksuits,-Jackets,-Winterwear",62-inches-/-182-cm,42,,,,,,kg,,,draft
poly-cotton-fleece-w6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1lNGB80au8KqaHl9iFYyefgbvjkbMwRuE,2,Poly Cotton Fleece,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-fleece-w6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1qeLEoJw1NM-3XE6bhaM2S_qHauDaOic3,3,Poly Cotton Fleece,,,,,,,,,,,,,,,,,,,,,,,,
cotton-1x1-rib-w6013,Cotton 1X1 Rib,"<p><span>A medium-weight (226 GSM) 100% cotton rib fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,W6013,1000,shopify,18.35,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1uZyGA8r8HrLsXv3pk7jy6tV9hVuJDyG7,1,Cotton 1X1 Rib,FALSE,,,,100%-COTTON,226,,RIB,6.67,WHITE,,COTTON-1X1-RIB,"Neckbands,-Cuffs,-Waistbands,-Tops,-Dresses,-Fitted-Garments",64-inches-/-188-cm,42,,,,,,kg,,,draft
cotton-1x1-rib-w6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1vZJKHQ9n0HL0t-Ix7oQETlV9aQvVKANx,2,Cotton 1X1 Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-1x1-rib-w6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=10vv5EG7qYE7mNOaoBNB6ZRHcDWqAiuM2,3,Cotton 1X1 Rib,,,,,,,,,,,,,,,,,,,,,,,,
viscose-spandex-vortex-single-jersey,Viscose Spandex Vortex Single Jersey,"<p><span>A medium-weight (230 GSM) 95% viscose 5% spandex single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,W6030,1000,shopify,350,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1v4x2HDXm6l7tskr4wy2_Q76RL_lqKAM5,1,Viscose Spandex Vortex Single Jersey,FALSE,Viscose Spandex Vortex Jersey Fabric | Texongo,46,"Shop 230 GSM viscose spandex blend single jersey fabric in white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",95%-VISCOSE-5%-LYCRA,230,140,SINGLE JERSEY,6.78,WHITE,,VISCOSE-LYCRA-VORTEX-S/J,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",64-inches-/-188-cm,42,,,,,,kg,,,active
viscose-spandex-vortex-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1YyClhgfAcMka0304ZWWnCesq3TJ-oxPY,2,Viscose Spandex Vortex Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
viscose-spandex-vortex-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1X_JvXH1nLpHGBxDqOy92eVAH7v2mP3Yt,3,Viscose Spandex Vortex Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-lycra-single-jersey-r6101,Cotton Lycra Single Jersey,"<p><span>A lightweight (155 GSM) 95% cotton 5% lycra single jersey fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,R6101,1000,shopify,30,continue,manual,999,,TRUE,TRUE,,,,,,,,,FALSE,,,,95%-COTTON-5%-LYCRA,155,,SINGLE JERSEY,4.57,RFD-(GOLD-FINISH),,COTTON-LYCRA-SINGLE-JERSEY,"T-shirts,-Tops,-Dresses,-Co-ords,-Loungewear,-Kidswear",66-inches-/-194-cm,43,,,,,,kg,,,draft
viscose-lycra-single-jersey-r6102,Viscose Lycra Single Jersey,"<p><span>A medium-weight (200 GSM) 95% viscose 5% lycra single jersey fabric by Texongo, offering comfort, durability, and a refined finish. Suitable for versatile apparel applications with a soft hand feel and excellent wearability.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,R6102,1000,shopify,28,continue,manual,999,,TRUE,TRUE,,,,,,,,,FALSE,,,,95%-VISCOSE-5%-LYCRA,200,,SINGLE JERSEY,5.9,RFD,,VISCOSE-LYCRA-SINGLE-JERSEY,"T-shirts,-Tops,-Dresses,-Co-ords,-Loungewear,-Kidswear",62-inches-/-182-cm,43,,,,,,kg,,,draft
cotton-french-terry-sch6042,Cotton French Terry,"<p><span>A medium-weight (300 GSM) 100% cotton french terry fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH6042,1000,shopify,0,continue,manual,849,,TRUE,TRUE,,,,,,,,,FALSE,,,,100%-COTTON,300,,FRENCH TERRY,8.85,PINK,,COTTON-FRENCH-TERRY,"sweatshirt,-T-shirt-,-dresses,-Skirts,-Co-ords,-Hoodie,-Joggers",66-inches-/-194-cm,43,,,,,,kg,,,draft
viscose-lurex-single-jersey,Viscose Lurex Single Jersey,"<p><span>A medium-weight (150 GSM) 90% viscose 10% lurex single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH6043,1000,shopify,27,continue,manual,1499,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1-l2GGeTEZnFmcrdGk31zRW-6amOIGom_,1,Viscose Lurex Single Jersey,FALSE,Viscose Lurex Single Jersey Fabric | Texongo,44,"Shop 150 GSM viscose lurex blend single jersey fabric in gery melange by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",90%-VISCOSE-10%-LUREX,150,145,SINGLE JERSEY,4.42,GERY-MELANGE,,VISCOSE-LUREX-SINGLE-JERSEY,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",64-inches-/-188-cm,43,,,,,,kg,,,active
viscose-lurex-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1uAOq55q34n46HGi5ba9rua5n9Ko9wQbD,2,Viscose Lurex Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
viscose-lurex-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=17kiz0CdoaD8u6dljcHU87sc2EBHKT4L8,3,Viscose Lurex Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-14,Cotton Single Jersey,"<p><span>A medium-weight (150 GSM) 100% cotton single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH6044,1000,shopify,40,continue,manual,799,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1lY6a59ddxdoxQ1QnMRRAMijL_fWS67RF,1,Cotton Single Jersey,FALSE,Pink Cotton Single Jersey Fabric | Texongo,42,"Shop 150 GSM 100% cotton single jersey fabric in pink by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,150,141,SINGLE JERSEY,4.42,PINK,,COTTON-SINGLE-JERSEY,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",32-inches-/-94-cm,43,,,,,,kg,,,active
cotton-single-jersey-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ZO49T6cDDgHrPMMN0iJMWX7MdwGJDQeN,2,Cotton Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-single-jersey-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1BiJQ8siVUUa4bc9kXBzaB8LJV4E61nf7,3,Cotton Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-french-terry-6,Cotton French Terry,"<p><span>A medium-weight (260 GSM) 100% cotton french terry fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH6045,1000,shopify,5,continue,manual,899,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1leZO7vkiw4ugCcexVxf5zauf1zSMh68K,1,Cotton French Terry,FALSE,Print Cotton French Terry Fabric | Texongo,42,"Shop 260 GSM 100% cotton french terry fabric in print by Texongo. Soft, breathable and drapey for dresses, sweatshirts, skirts and premium apparel.",100%-COTTON,260,147,FRENCH TERRY,7.67,PINK,,COTTON-FRENCH-TERRY,"sweatshirt,-T-shirt-,-dresses,-Skirts",70-inches-/-206-cm,43,,,,,,kg,,,draft
cotton-french-terry-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1UX1GBbh0LtfR9_qC2inDLTi6OCxrqlh_,2,Cotton French Terry,,,,,,,,,,,,,,,,,,,,,,,,
cotton-french-terry-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1AjzBEgBfp9pjBgG39nkgiw0mneAv1kw-,3,Cotton French Terry,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-fleece,Poly Cotton Fleece,"<p><span>A medium-weight (300 GSM) 60% cotton 40% poly fleece fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH6046,1000,shopify,15,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1zeOCwh8LWJTKj-oKVwXOUTP430DBuslk,1,Poly Cotton Fleece,FALSE,Olive Green Poly Cotton Fleece Fabric | Texongo,47,"Shop 300 GSM cotton fleece fabric in olive green by Texongo. Soft, breathable and drapey for dresses, co-ords, hoodies and premium apparel online.",60%-COTTON-40%-POLY,300,146,FLEECE,8.85,OLIVE-GREEN,,POLY-COTTON-FLEECE,"sweatshirt,-T-shirt-,-dresses,-Skirts,-Co-ords,-Hoodie,-Joggers",66-inches-/-194-cm,43,,,,,,kg,,,active
poly-cotton-fleece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1xWZD9Ejmq9yM8lCW9WkglSHx5vso7M-i,2,Poly Cotton Fleece,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-fleece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1e3ScOA-Lg9MZiG4Au-aScp7k7ADsHoCz,3,Poly Cotton Fleece,,,,,,,,,,,,,,,,,,,,,,,,
cotton-slub-jersey-print-2,Cotton Slub Jersey Print,"<p><span>A medium-lightweight (105 GSM) 100% cotton single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH6047,1000,shopify,20,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1Yqr4INLuJ9536NFFiVi_lujJmoEjOEzy,1,Cotton Slub Jersey Print,FALSE,Print Cotton Slub Jersey Print Fabric | Texongo,47,"Shop 105 GSM 100% cotton single jersey fabric in print by Texongo. Soft, breathable and drapey for tops, dresses, skirts and premium apparel.",100%-COTTON,105,141,SINGLE JERSEY,3.1,PRINT,,COTTON--SLUB-S/J-PRINT,"T--shirt,-Tops,-Dresses,-Lining,-Skirt,-Scarves",66-inches-/-194-cm,43,,,,,,kg,,,active
cotton-slub-jersey-print-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=16RUwWrHaIG2eyshnFmjxdpPPD6Xchsu8,2,Cotton Slub Jersey Print,,,,,,,,,,,,,,,,,,,,,,,,
cotton-slub-jersey-print-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1KXuSOdJyUA3p5zMvqaHVCUzBv6oA3XiE,3,Cotton Slub Jersey Print,,,,,,,,,,,,,,,,,,,,,,,,
cotton-modal-s-j,Cotton Modal S/J,"<p><span>A medium-weight (150 GSM) 70% cotton 30% modal single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,FALSE,Title,Default Title,,,,,,,,SCH6048,1000,shopify,0,continue,manual,1049,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=14WBxEw8ANjQ_kN9syy-R4k8hYDpfD64Y,1,Cotton Modal S/J,FALSE,Cotton Modal Single Jersey Fabric | Texongo,43,"Shop 150 GSM cotton modal blend single jersey fabric in green by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",70%-COTTON-30%-MODAL,150,149,SINGLE JERSEY,4.42,GREEN,,COTTON-MODAL-S/J,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",64-inches-/-188-cm,43,,,,,,kg,,,draft
cotton-modal-s-j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1qot2iwL1Pxw7HxBGKPseQWfK5WQjJNTy,2,Cotton Modal S/J,,,,,,,,,,,,,,,,,,,,,,,,
cotton-modal-s-j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1ChEZZ01rQ5hc8CdDlnC7a_HHNQsFO4rA,3,Cotton Modal S/J,,,,,,,,,,,,,,,,,,,,,,,,
poly-viscose-injected-slub-single-jersey,Poly Viscose Injected Slub Single Jersey,"<p><span>A medium-lightweight (140 GSM) 60% cotton 40% poly single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,TUBE,,TRUE,Title,Default Title,,,,,,,,SCH6055,1000,shopify,40,continue,manual,1499,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1OVNYM9K3-4-EmV-YFLule55ozbzcqS3B,1,Poly Viscose Injected Slub Single Jersey,FALSE,Poly Viscose Injected Slub Jersey Fabric | Texongo,50,"Shop 140 GSM viscose single jersey fabric in grey by Texongo. Soft, breathable and drapey for tops, dresses, skirts and premium apparel online.",60%-COTTON-40%-POLY,140,143,SINGLE JERSEY,4.13,GREY,,POLY-VISCOSE-INJECTED-SLUB-SINGLE-JERSEY,"T--shirt,Tops,-Dresses,-Lining,-Skirt,-Scraves",30-inches-/-88-cm,43,,,,,,kg,,,active
poly-viscose-injected-slub-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=109ivcPvQyZIQJAu5VT6XSmgaQIXS9aP4,2,Poly Viscose Injected Slub Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
